id,text,Task A,Task B
5792,"A Salerno, un padre - se così possiamo - ha accoltellato sua figlia e la sua compagna. La loro colpa: essere lesbiche e stare assieme. Amarsi come colpa, libertà come reato: la nostra esistenza è una condanna. E la nostra vita è nelle mani di chi non ci considera vita degna.",0,
5793,io mi domando se davvero dal vivo voi andreste da una donna lesbica a dirle tutte le puttanate che scrivete qua su twitter nella comodità della vostra casuccia sotto le copertine dove nessuno può toccarvi,0,
5794,"Ho aperto il profilo sicuro del fatto che fosse di Milano, e infatti Lombardia ma non solo, è anche un succhiacazzi degli ebrei [URL]",0,
5795,@user_abcdefghi @user_abcdef Tu sei parte neutrale come Rocco Siffredi è culattone,1,"Il tweet utilizza il termine ""culattone"" in modo offensivo e denigratorio, rivolto a una persona (Rocco Siffredi) come esempio per insultare un altro utente. Il termine è un epiteto omotransfobico che esprime disprezzo verso l'orientamento sessuale, quindi il tweet contiene odio omotransfobico."
5796,@user_abcdefghi Buon Campionato ricchione Andiamo [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" come insulto diretto, esprimendo disprezzo verso una persona presumibilmente LGBTQIA+."
5797,"@user_abcdefgh Quanto sei patetico. Parli di buco, ma non sarai mica un bucaiolo?",0,
5798,"@user_abcdefgh È sicuro che tutte le 300k di interazioni siano di consenso? Nessuno che la mandi,A FARE IN CULO E CHE LE AUSPICHI LA GALERA soprattutto in merito alle sue dichiarazioni sulla cura del covid con l'aspirina dopo che per anni ci ha rotto i maroni con tachipirina e vigile attesa?",0,
5799,@user_abcdefgh Praticamente è sia figlio che fratello di un culattone 'sto poro bimbo? Fortunello...,1,"Il tweet utilizza il termine offensivo ""culattone"" in modo denigratorio riferendosi a una persona, esprimendo disprezzo e pregiudizio verso le persone omosessuali. Questo costituisce odio omotransfobico."
5800,@user_abcdefghij @user_abcdefghi @user_abcdefghi @user_abcdefghi @user_abcde Ma non lo capisci che gli fai una cortesia femminiello ? 😂,1,"Il tweet utilizza il termine ""femminiello"", che in italiano può essere un termine dispregiativo e stereotipato rivolto a persone LGBTQIA+, in particolare uomini effeminati o omosessuali. L'espressione ""gli fai una cortesia femminiello"" accompagnata da una risata sarcastica suggerisce un tono denigratorio e offensivo, configurando odio omotransfobico."
5801,io le lesbiche della mia città le odio,1,"Il tweet contiene odio omotransfobico perché esprime un sentimento di odio diretto verso le lesbiche, una componente della comunità LGBTQIA+."
5802,"@user_abcdef Guarda che se uno è ricchione non è che non sa spaccarti la faccia, coglione. Ringrazia che stai dietro a un telefono, omofobo di merda.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo offensivo e denigratorio, associandolo a una minaccia di violenza. Anche se il tono è aggressivo e offensivo, il messaggio esprime pregiudizio e disprezzo verso persone LGBTQIA+."
5803,@user_abcdefghij Praticamente la descrizione di un culattone lol,1,"Il tweet utilizza il termine ""culattone"", che è un epiteto offensivo e dispregiativo rivolto a persone omosessuali. L'uso di questo termine in modo derisorio indica odio omotransfobico."
5804,"@user_abcde @user_abcd Guarda che a gay e lesbiche l'apparato riproduttivo funziona perfettamente quindi possono procreare, tranquillo. Non è che quando una persona è gay allora è sterile 😂",0,
5805,"@user_abcd Sono cresciuta in Bahamas il partner di bridge di mio padre era una checca spaventosa. Avevamo ad ogni party casa piena di gay. Erano tranquilli, ben educati e divertenti. Per lo più inglesi. Con un paio di loro sono anche andata in discoteca. Nessuno si sognava di discriminarli%",0,
5806,"E per tutti gli altri campi che non sono dominati da un unico genere, alle elezioni non dovremmo andare a votare perché nessuno di noi è oggettivo: gli uomini che votano la meloni sicuramente lo fanno perché sono attratti da lei e così per le donne lesbiche #boycottelezioni",0,
5807,"@user_abcdef Poi quando hai voglia ci spieghi che cazzo è successo, qui abbiamo minacciato Twitter è quel rottinculo di Musk 😎",0,
5808,"@user_abcdefgh @user_abcdef @user_abcdefgh @user_abcdef Manco disse ""preferisco la campagna alla citta"" che vabbe, contestabile ma ci può stare, ma proprio andare al ""no, tu povero ignorante succhiacazzi, le città fan tutte cagare"" America moment lmao",0,
5809,eh ma le nonbinary lesbians invalidano le vere lesbiche😟😟 mariapia sei lesbica ? no ? e allora stai zitta e levati dal cazzo .,1,"Il tweet contiene odio omotransfobico perché esprime un giudizio denigratorio e discriminatorio verso le persone non binary lesbiche, invalidandone l'identità e usando un tono offensivo e aggressivo (""stai zitta e levati dal cazzo"")."
5810,"@user_abcdef @user_abcdefghij @user_abcd “Mamma schiavona”,la Madonna nera,colei che tutto comprende e tutto perdona,protettrice dei “femminielli “ e di tutti i diversi. Vi è un importante santuario a Montevergine. Vi prego,raccontatemi la storia che l’Italia è un paese omofobo.",0,
5811,@user_a Ha detto che questa è una chan’s room nella vera chan’s room il ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" in modo denigratorio e dispregiativo, rivolto presumibilmente a una persona o a un gruppo, con intento offensivo."
5812,sì pro pro zio culattone non si dice più vecchio di merda,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", un epiteto offensivo e dispregiativo rivolto a persone omosessuali, in modo denigratorio e offensivo."
5813,@user_abcdefghij Un'altro CULATTONE d'alto bordo che non capisce un CAZZO!!,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo e dispregiativo ""CULATTONE"" rivolto a una persona, con un tono denigratorio e offensivo."
5814,spiegazione della vita di jun wu non ci interessa di sto rotto in culo schippiamo,0,
5815,"@user_abcdefg I gay e le lesbiche non possono fare figli, siete voi che dovete capirlo, non noi. Le coppie omosessuali non fanno figli. Punto",0,
5816,@user_abcd @user_abcdefghi basta che non fa il femmenello per me può fare quello che vuole,1,"Il tweet contiene odio omotransfobico perché l’espressione ""basta che non fa il femmenello"" utilizza un termine dispregiativo (""femmenello"") per denigrare un comportamento o un’identità di genere non conforme, esprimendo un pregiudizio verso persone LGBTQIA+."
5817,@user_abcdefghij Questo CULATTONE SOPRAVVALUTATO non ne azzecca mezza!!,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", un epiteto dispregiativo rivolto a persone omosessuali, con un tono denigratorio e offensivo."
5818,comunque siamo 5 froci in una piccola macchi a diretti verso una serata frocia,0,
5819,"@user_abcdefgh @user_abcdef Cazzo me ne, io almeno resto in piedi quel femminiello argentino si fa due mesi al Giovanni XXIII",1,"Il tweet utilizza il termine ""femminiello"" in modo dispregiativo e offensivo riferendosi a una persona presumibilmente transgender o omosessuale, associandolo a un contesto negativo (""si fa due mesi al Giovanni XXIII"", che può implicare un ricovero psichiatrico o una situazione problematica). Il tono è denigratorio e contiene pregiudizio verso una persona LGBTQIA+, quindi si configura come odio omotransfobico."
5820,"Ecco un classico dei comunisti, fare il culattone col culo degli altri #Speranzaingalera #speranzaassassino [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" in modo denigratorio e dispregiativo verso le persone omosessuali, associandolo a un insulto politico."
5821,@user_abcd Quindi attualmente hai una voce da travione piacentino ?,0,
5822,"@user_abcd @user_abcde @user_abcde Io no, ma lui essendo urologo si. E tu essendo culattone pure",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"" in modo offensivo e denigratorio verso una persona presumibilmente omosessuale, esprimendo disprezzo e pregiudizio."
5823,@user_ab io il white mage esausto o il dragoon main lesbica vita reale?? lmao,0,
5824,@user_abcdefghij @user_abcde @user_abcd @user_ab @user_abcdefghij Avrà brodaglia nel sangue ma anche le palle per scrivere qui usando il suo nome. Come me. Tu nn hai ne brodaglia ne palle. Scusami ma preferisco fare l'uomo che la che la checca isterica 😊 e avere avuto la palle di farmi un vaccino. Sei solo un cacasotto!,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca isterica"" in modo denigratorio e offensivo, associando un comportamento negativo a un termine stereotipato e dispregiativo rivolto a persone LGBTQIA+. L''uso del termine in questo contesto esprime disprezzo e pregiudizio."
5825,@user_abcde MA DA UNO CHE TIFA UNA SQUADRA I CUI TIFOSI VANNO IN GIRO COSI MA CHE CAZZO DI SONDAGGIO VUOI FARE SIETE RIDICOLI.... Checca....rina checca la nova pupina ...... [URL],1,"Il tweet contiene odio omotransfobico perché utilizza i termini ""checca"" e ""checcarina"" in modo dispregiativo e offensivo, rivolgendosi a un gruppo o persona con un linguaggio denigratorio e stereotipato verso persone LGBTQIA+."
5826,@user_abcd checca variopinta ma lei è il MESSIA,0,
5827,questo ricchione deviato mentale schifoso si prende il privilegio di dire la sua sulle persone NORMALI? [URL],1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e denigratori come ""ricchione deviato mentale schifoso"" rivolti presumibilmente a persone LGBTQIA+, esprimendo disprezzo e pregiudizio verso di loro."
5828,giuro torno a parlare di lesbiche in giornata ma al momento sono incazzata con il pelato inglese e sembra una minchiata ma io davvero gli voglio strappare gli ultimi capelli che gli sono rimasti,0,
5829,@user_abcdef non fare il ricchione di primo mattino che non tieni più il fisico,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo offensivo e denigratorio, rivolto a una persona presumibilmente per la sua presunta identità o comportamento omosessuale, con l'intento di insultare e deridere."
5830,"Frammenti dal Tizio (sui 40) dell'ombrellone vicino, in una conversazione urlata: ci sono sempre stati- si sapeva - discreto - femminielli - ora con l'orgoglio (ripetuto varie volte con + spregio) - ma che orgoglio - esagerazione. M AN T E N E T E M I",1,"Il tweet riporta un discorso che usa il termine ""femminielli"" in modo dispregiativo e ripete più volte ""orgoglio"" con tono di scherno e disprezzo, suggerendo una derisione verso l'orgoglio LGBTQIA+. Questo costituisce un'espressione di odio omotransfobico."
5831,"@user_abcdefg @user_abcdef Lo stadio di Salerno 60k tifosi non li accoglie. Detto questo, per me puoi fare anche il femminiello, non mi cambierebbe nulla. Il problema è come reagisci, non chi sei, non quello che fai, né da dove vieni. Il problema lo hai tu con le tue radici.",0,
5832,@user_abcdefghij @user_abcde ti taggo non posso ? Mi hai rotto i timpani con sta canzone in un audio di 8 minuti e mi dici maru ma che fai allora ficcati un diot nel culo,0,
5833,@user_abc @user_abcdefg @user_abcdefghij @user_abcdefghij Disse il succhiacazzi capitalisti :),0,
5834,@user_abcdefghi @user_abcdef @user_abcdefghi @user_ab @user_ab EHEH STAVO CORRENDO E EHEH CREDO DI ESSERMI FATTO UN PO DI EHEH CHÈCCA ADDOSSO EHEH,1,"Il tweet utilizza il termine ""chècca"" in un contesto che sembra derisorio e offensivo, associandolo a un comportamento negativo (""credo di essermi fatto un po' di...""). Questo termine è storicamente usato in modo dispregiativo verso persone omosessuali, quindi il tweet contiene odio omotransfobico."
5835,Asia e Checca avete rotto il cazzo,0,
5836,PERCHÉ DOVREBBE USCIRE UNA COSA DEL GENERE A ME POI LESBICA BAMBINOFOBICA,1,"Il tweet contiene odio omotransfobico perché utilizza i termini ""lesbica"" e ""bambinofobica"" in modo denigratorio e offensivo, associandoli a un giudizio negativo (""una cosa del genere""), esprimendo quindi disprezzo verso una persona lesbica."
5837,@user_abc @user_abcdefgh scrivill col pubblico se hai coraggio culattone,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" come insulto diretto, esprimendo disprezzo verso una persona presumibilmente omosessuale."
5838,@user_abcdef Sono escluse: - le Donne; - gli Eterosessuali; - le Lesbiche; - i Gay; - gli Antifascisti; - gli Invasori dalla pelle Nera; - casomai fossero rimasti i Partigiani/e; - i Cani(!); - e quant’altro non menzionato; POSSONO ACCEDERE SOLO CHI DI RAZZA PURA E CHI LO HA DURO🤯,0,
5839,"Per la Cirinnà i suoi temi sono i gay , meglio conosciuti a Roma come frosci ,le lesbiche i trans i trasgender gli omo senza coglioni , e purtroppo nel collegio che gli hanno assegnato c'è ne sono ben pochi. Sono quasi tutti lavoratori operai e gente che si fa un mazzo tanto 🖕 [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e dispregiativi come ""frosci"" e ""omo senza coglioni"" per riferirsi a persone LGBTQIA+, esprimendo disprezzo e stereotipi negativi."
5840,@user_abcdefg esatto! e spesso saffica viene percepito come solo l’equivalente di lesbica,0,
5841,"perché a voi purtroppo delle donne e delle lesbiche…non frega nulla. preferite scatenare un drama assurdo dando della transfobica ad una ragazza che non vi ha fatto niente solo perché ne avete voglia. sicuramente a voi non importa nulla nemmeno delle persone trans, vi piace +",0,
5842,Le mele marce che ci sono in sto Fandom e non solo... Mi avete rotto il cazzo in modo che non vi dico avete il culo al posto del cervello??,0,
5843,@user_abcdefghi vado a mangiarla con la mia amica lesbica che ha dubbi sulla sua identità di genere vuoi unirti,0,
5844,streghe saffiche aiutatemi x favore aiutate una povera lesbica sfigata…….. [URL],0,
5845,@user_abcd Noi dicevamo 'ricchione' ma il senso é quello: correre!,0,
5846,"@user_abc Questo cialtrone è prete quanto lo sono io! Ma voi pidioti, fate finta che lo sia, ed esaltate il fatto che sposi pederasti e lesbiche! Conosco un contadino che sposa le mucche e i maiali, e anche lui si fa chiamare don Gaspare! Vogliamo parlare anche di lui?",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""pederasti"" in modo offensivo e denigratorio per riferirsi a persone LGBTQIA+, associandolo a un contesto di disprezzo e derisione. L'uso di questo termine in un contesto sarcastico e offensivo costituisce un'espressione di pregiudizio e discriminazione verso le persone omosessuali."
5847,Coppie lesbiche essere tipo : si lei è quella brutta della coppia ci piace la figa,1,"Il tweet contiene odio omotransfobico perché utilizza uno stereotipo denigratorio sulle coppie lesbiche, riducendo la loro relazione a un giudizio superficiale e offensivo basato sull'aspetto fisico e un linguaggio volgare."
5848,@user_abcd Davvero questo vezzo di usare parole straniere ce lo dovremmo togliere. Possiamo dire checca frocio pederasta invertito culattone e decine di altre versioni dialettali. E' stato bello stare su Twitter.,1,"Il tweet contiene odio omotransfobico perché utilizza numerosi termini offensivi e dispregiativi rivolti a persone LGBTQIA+ (""checca"", ""frocio"", ""pederasta"", ""invertito"", ""culattone""), esprimendo un tono denigratorio e offensivo."
5849,"IL PIANETA E SOPRATTUTTO LA NOSTRA ITALIA HANNO UN GROSSO PROBLEMA:ISRAELE ED I SUOI PORTABORSE ED IL PROBLEMA NON E' UNA COSETTA DA NIENTE. IN PARALLELO... SE MANDI AL GOVERNO NDRNGHETISTI/E, MAFIOSI/E, CORROTTI/E, DONNINE E FEMMINIELLI, MI DICI CHE CAZZO TI ASPETTI DI BUONO? [URL]",0,
5850,Il moderno mi sembra un frocio urone e busone. [URL],1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""frocio"" in modo offensivo e denigratorio, associandolo a insulti (""urone e busone""), esprimendo disprezzo verso persone LGBTQIA+."
5851,"Questa è stesso genere di quella che ha comperato il figlio per cortispondenza. Avendo una madre lesbica immaginiamo l'educazione ricevuta. Putin non apprezza LGTB per cui lei,come madama von der Leyen,lo odia per questo. Le sorti del mondo in mano a isteriche di questa fatta [URL]",1,"Il tweet contiene odio omotransfobico perché associa in modo negativo e denigratorio la figura di una madre lesbica all'educazione del figlio, usando un tono offensivo e stereotipato (""isteriche di questa fatta""), e collega l'orientamento sessuale a una presunta incapacità o pericolosità nel contesto politico."
5852,@user_abcdef Ma che vuoi brutto ricchione geloso,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" come insulto diretto e offensivo verso una persona presumibilmente omosessuale, con un tono denigratorio e dispregiativo."
5853,@user_abcdefghij MA POI “SEMBRA LESBICA” LIKE NO ANTONIETTA MAREMMA LADRA,0,
5854,"@user_abcd Pensa , prima di diceva ricchione...",0,
5855,"@user_abcdefg @user_abcde @user_abcde Tranquillo Elia, brutto frocio di merda ricchione rottoinculo culattone untore di AIDS e Monkeypox, io difendo il free speech 👍",1,"Il tweet contiene odio omotransfobico perché utilizza numerosi insulti gravemente offensivi e denigratori rivolti a persone LGBTQIA+, come ""frocio di merda"", ""ricchione"", ""culattone"", associando inoltre stereotipi negativi e offensivi (""untore di AIDS e Monkeypox""). Questi termini esprimono disprezzo e incitamento all'odio verso la comunità LGBTQIA+."
5856,"@user_abcd Una volta si diceva ""Frocio, ricchione o culattone"", sono scandalizzato pure io da questa moda dei neologismi, sarebbe opportuno innanzitutto imparare ed usare correttamente la nostra lingua!",1,"Il tweet utilizza termini offensivi e dispregiativi storicamente rivolti a persone LGBTQIA+ (""frocio, ricchione, culattone"") in modo ironico e denigratorio, esprimendo disprezzo verso l'evoluzione del linguaggio inclusivo. Questo implica un atteggiamento omotransfobico."
5857,@user_abcde Solo un idiota può osannare quella checca isterica,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo e dispregiativo ""checca"" in modo denigratorio e associato a un insulto (""idiota""), esprimendo disprezzo verso una persona presumibilmente LGBTQIA+."
5858,@user_abcdefghi @user_abcdefgh Per la salvaguardia degli uccelli appoggiato da micron e dal femminiello canadese,1,"Il tweet utilizza il termine ""femminiello"", che in italiano può essere un termine dispregiativo o stereotipato riferito a persone effeminate o appartenenti alla comunità LGBTQIA+. L'uso in questo contesto, associato a un tono denigratorio e ironico, suggerisce un intento offensivo o discriminatorio verso persone LGBTQIA+, configurando odio omotransfobico."
5859,@user_abcdefghij Ma che bella foto un pedofilo e un femminiello che essere immondi,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""femminiello"" in modo offensivo e denigratorio, associandolo a ""pedofilo"" e definendo entrambi ""esseri immondi"", espressione di disprezzo e incitamento all'odio verso persone LGBTQIA+."
5860,@user_abcdef ma non cagasse il cazzo sto ricchione,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""ricchione"" in modo offensivo e dispregiativo, rivolto a una persona presumibilmente omosessuale, con un tono denigratorio e volgare."
5861,"@user_abc uguale ma con 17 anni in meno. non ho nessun problema con chi sceglie la discrezione, riservatezza e quanto altro ma io non voglio averci, almeno a livello di legami oltre l’amicizia, niente a che fare. io lo devo rivendicare ogni giorno e ad alta voce di essere culattone.",0,
5862,"@user_abcd Mah, dire che ormai tu sia una checca impazzita è farti un complimento!!! #codardo #ipocrita!!!",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca"" in modo offensivo e denigratorio, rivolto a una persona, con un tono chiaramente insultante e dispregiativo."
5863,La virile e spartana architrave contro il molle ed effeminato arco romano... [URL],0,
5864,"@user_abcd @user_abcdefgh Lei è un ricchione? Per questo si scalda tanto? Posso procurarle una mandria di negri, se vuole.",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo e denigratorio ""ricchione"" per riferirsi a una persona presumibilmente omosessuale, con un tono chiaramente offensivo e discriminatorio."
5865,"@user_abcdef Ma finitela! Quando volete una cosa sfrangiate i maroni fino a quando non l’avete ottenuta! … Gay, lesbiche e quant’altro non c’entrano nulla, le leggi ci sono, fatele rispettare!",0,
5866,mi spiace dirlo ma purtroppo non mi basteranno delle lesbiche che giocano a baseball per dimenticarmi dell'altra lesbica bionda psicopatica e della moglie con dei capelli fantastici e la vita più monotona che io abbia mai visto [URL],0,
5867,"@user_abcdefg Dai non ti incazzare, essere ricchione non e' mica una colpa.",1,"Il tweet utilizza il termine offensivo ""ricchione"" in modo dispregiativo, implicando che essere omosessuali sia qualcosa di negativo o una colpa, esprimendo quindi odio omotransfobico."
5868,"chi cazzo è che spiega sta roba alla gente su twitter in italia? nessuno! nessuno lo fa. solo il povero coglione sottoscritto. che poi si piglia come ringraziamento le pernacchie, perchè tra chi ti dice la verità e chi ti piglia per il culo l'italiano medio sceglie sempre &gt;&gt;&gt;",0,
5869,"@user_abcd Certo, magari una lesbica di 16 anni tatuata, con i piercing, transgender, analfabeta che ha cambiato sesso, sposata con un omosessuale, transgender anche lui, che prima era una donna ma adesso è uomo con i peli in petto e i baffi e insieme hanno un figlio da un utero in affitto.",1,"Il tweet utilizza una descrizione caricaturale e stereotipata di persone LGBTQIA+ (lesbica, transgender, omosessuale) in modo denigratorio e derisorio, enfatizzando caratteristiche fisiche e sociali per suscitare disprezzo. Questo costituisce odio omotransfobico."
5870,@user_abcdefg Che coglioni che siete…non avete capito che è un ricchione che si finge donna…😂😂😂,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""ricchione"" per denigrare una persona transgender, associandolo a un tono derisorio e offensivo."
5871,@user_abcde Se non sei lesbica e di sinistra non sei nessuno. Non sei nemmeno donna,0,
5872,"@user_abc @user_abcdefg @user_abcdefgh @user_abcdefgh Più che bleffare, vi si piglia per il culo visto che pensate di poter essere esperti in ogni settore dello scibile umano solo perché avete trovato uno screenshot in rete con scritto ""La terribile verità che ci nascondono"". 😉",0,
5873,@user_abcdef Perché se non fossero state lesbiche andava bene...vai a lavorare e spara meno cazzate...barbone...,0,
5874,Ahaha a Bergamo siamo ancora costretti a vedere pobega che entra a partita in corso ahahah che ebrei ciucciacazzi,0,
5875,le piu belle storie ..di ricchioni ..trans... froci .... e lesbiche ..sono a cura del mainstream..cortese ... SEMPRE LA STESSA AMMUCCHIATA DI PARASSITI ... [URL],1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e dispregiativi come ""ricchioni"", ""froci"" e ""parassiti"" per riferirsi a persone LGBTQIA+, esprimendo un chiaro disprezzo e stereotipi negativi."
5876,@user_abcdefgh Francamente avete rotto il cazzo voi di sì bistra sempre due pesi e due misure ma eccolo il 25 tornerete alle vs abitudini culattone.,1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"", un epiteto dispregiativo rivolto presumibilmente a persone omosessuali, con un tono denigratorio e aggressivo."
5877,@user_abcde ragazzi ovviamente il termine frocetti coreani è usato in modo ironico non mi cancellate sono frocia e piacciono anche a me i kpoppini se non si fosse capito,0,
5878,@user_abcdefghi Io non capisco da dove caghino fuori simili cazzate.,0,
5879,"@user_abcdefgh @user_abcdefghi Si le promesse che hai sempre fatto e mai mantenute per i connazionali ate quello non ti è mai interessato ,ti interessa lo iussoli i culatoni e lesbiche ora ti rendi conto che esistono anche gli operai ma vai a cagarestronzo",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culatoni"" in modo dispregiativo verso persone LGBTQIA+, associandolo a un insulto generale e denigratorio."
5880,amo la figa sono lesbica vivo per la fessa sono una pussy lover [URL],0,
5881,"@user_abcde Oppure un nuovo potenziale Ricchione... Giusto? Ormai o sei ricchione o stupratore ,abusatore,violento ecc ecc ecc....GIUSTO? Conoscile le persone prima di fare di tutta l'erba un fascio. Ce ne stanno a bizzeffe anche donne che si possono definire Stupr...Abus....Violent......",1,"Il tweet utilizza il termine ""Ricchione"", che è un insulto omotransfobico, e lo associa a stereotipi negativi come stupratore, abusatore e violento. Anche se il messaggio invita a non generalizzare, l'uso di questi termini in questo contesto veicola comunque odio omotransfobico."
5882,@user_abcd Ma infatti nel primo tempo se Messias avesse segnato quell'occasione clamorosa avremmo chiuso in vantaggio secondo me. Poi hanno lasciato solo quel rottinculo + deviazione ed abbiamo preso l'inculata ma loro due tiri in croce hanno fatto,0,
5883,@user_abcdef Se ha dei boxer così é culattone e la tua figa gli fa schifo,1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""culattone"", un insulto offensivo e discriminatorio verso le persone omosessuali, e denigra la persona in questione in modo diretto e offensivo."
5884,"@user_abcd @user_abcdefghij Ahahhaha voi le odiate le donne, a meno che non siano lesbiche così come odiate la famiglia a meno che non sia arcobalenata, ma di che parliamo??",0,
5885,"@user_abcdefg @user_abcdefghi Incredibile, guardi questa e sembra di vedere un uomo vestito da donna. La Pascale, dopo essere stata col Berlusca, è diventata lesbica. Il problema del mondo è la Russia, dell'Italia è Berlusconi.",1,"Il tweet contiene odio omotransfobico perché deride una persona (La Pascale) definendola ""un uomo vestito da donna"" e sottolinea la sua presunta lesbicità in modo denigratorio, contribuendo a un discorso di derisione e stereotipi verso le persone LGBTQIA+."
5886,"Il viola poi famoso colore nazista, mai usato storicamente da lesbiche e femministe",0,
5887,La mamma dei femminielli a Scicli [URL],0,
5888,"@user_ab Mai detto di essere migliore di Putin, di sicuro non sono uno sporco assassino dittatore rotto in culo che bombarda nazioni per il semplice piacere di ""uccidere uccidere uccidere"" (cit. Il filocoso nazista russo sopravvissuto alla figlia!)",0,
5889,@user_abcdefghij Se mi paghi pure l'affitto ti sblocco anche il privilegio di darmi del culattone.,0,
5890,"@user_abcdefgh @user_abcdef @user Però se dai del culattone a uno facebook ti blocca, 2 pesi e 2 misure",0,
5891,@user_abcdefg elysia è il richiamo delle lesbiche (e delle saffiche in generale),0,
5892,"Adesso devo aspettare pure questo, che barba!! Prima il pennuto che mi aveva garantito che sarebbe venuto a prendermi, ho preparato milioni di caffè ma del pennuto neanche l’ombra………adesso questo culattone, che stufia…. [URL] [URL]",1,"Il tweet contiene odio omotransfobico perché utilizza il termine offensivo ""culattone"" in modo denigratorio e dispregiativo, esprimendo fastidio e disprezzo verso una persona presumibilmente LGBTQIA+."
5893,"@user_abcd CHI ? AHHH QUESTO COGLIONE RICCHIONE SODOMITA PEDOFILO… 😂… HA ANCHE LA TESTA A FORMA DI GLANDE. STAI ATTENTO PELATO, CHE SIAMO IN TANTI A PISCIARTI IN TESTA, TI RICRESCONO I CAPELLI POI… NON ABBOCCATE SONO BALLE. IL PRIMO SCHIAFFO LO PRENDE LUI. 🎪🤡🤡🤡",1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi e denigratori come ""ricchione"" e ""sodomita"" in modo dispregiativo, associandoli a insulti e minacce di violenza. Il tono è chiaramente offensivo e incita al disprezzo verso persone LGBTQIA+."
5894,"Scicli, si proietta il film ""La mamma dei femminielli"" [URL] [URL]",0,
5895,"@user_a Che fino ai 40 anni sono stato uno sciupafemmine, poi... dopo un coma di 40 giorni, al risveglio, Filippo non ha più voluto scomodarsi per le fighe.,.ecco, è andata così, di conseguenza mi sono guardato allo specchio e mi sono detto:rassegnati, sei diventato un culattone.",0,
5896,nella sx gente di merda.lho sempre stati dai figli dei fiori.tra gay lesbiche e drogati coso ci si può aspettare [URL],1,"Il tweet contiene odio omotransfobico perché utilizza termini offensivi (""gente di merda"") riferiti a un gruppo che include esplicitamente ""gay"" e ""lesbiche"", associandoli a insulti e stereotipi negativi."
5897,"@user_abcdefgh Siete così depravati che non pensate ad altro. I vostri programmi prevedono di ridurre la societa a stupratori,femminielli,pedofili e morti di fame",1,"Il tweet contiene odio omotransfobico perché utilizza termini denigratori e stereotipi offensivi (""depravati"", ""femminielli"") associati a un gruppo presumibilmente LGBTQIA+, diffondendo un messaggio di disprezzo e pregiudizio."
5898,"@user_abcde Il ministro del siero (interessato unicamente el siero), perché della salute pubblica è evidente che non gli è mai importato nulla, sembra sul punto di una crisi di nervi. Un disco rotto o una checca pazza, scegliete voi",1,"Il tweet contiene odio omotransfobico perché utilizza il termine ""checca pazza"" in modo dispregiativo e offensivo per descrivere una persona, associando un comportamento negativo a un insulto omotransfobico."
5899,@user_abcdefghij @user_abcd miguel il pusher della bamba o il travione,1,"Il tweet utilizza il termine ""travione"", che è un termine offensivo e dispregiativo rivolto a persone transgender o transessuali. L'uso in questo contesto ha un tono denigratorio, quindi il tweet contiene odio omotransfobico."
5900,"che non basta dire ""ricchione"" per non aver detto la parolaccia vera. Insegnate che se mi scrivi ""cosa fai di bello bambola?"" non devi stupirti che io non ""accetti i tuoi complimenti"" perché quella tua invadenza da sconosciuto è un'offesa non un complimento e 3/5&gt;&gt;",0,
5901,"Votare la ducessa per smettere finalmente di andare a puttane in Svizzera e ritornare alla italica zoccola, alla cinta senese, al femminiello flegreo e dare finalmente lavoro e vigore ai nostri giovani balilla saturi di testosterone.",0,
5902,Perché le ragazze lesbiche so comportano come viscidi uomini etero over 60 anni [URL],1,"Il tweet contiene odio omotransfobico perché generalizza in modo negativo e offensivo il comportamento delle ragazze lesbiche, paragonandole a ""viscidi uomini etero over 60 anni"", un'espressione chiaramente denigratoria e stereotipata."
